,human_genes,mouse_genes,mouse_read,mouse_inhuman,chick_genes,chick_read,chick_inhuman,mouse_CAPSON,macaque_genes,macaque_inchick,macaque_inhuman,macaque_inmouse
2232,CPN1,Cpn1,True,True,CPN1,True,True,CPN1,CPN1,,,
2233,CPN2,Cpn2,True,True,CPN2,True,True,CPN2,CPN2,,,
2235,CPNE2,Cpne2,True,True,CPNE2,True,True,CPNE2,CPNE2,,,
2236,CPNE3,Cpne3,True,True,CPNE3,True,True,CPNE3,CPNE3,,,
2237,CPNE4,Cpne4,True,True,CPNE4,True,True,CPNE4,CPNE4,,,
2240,CPPED1,Cpped1,True,True,CPPED1,False,True,CPPED1,CPPED1,,,
2241,CPQ,Cpq,True,True,CPQ,True,True,CPQ,CPQ,,,
2242,CPS1,Cps1,True,True,CPS1,True,True,CPS1,CPS1,,,
2243,CPSF2,Cpsf2,True,True,CPSF2,True,True,CPSF2,CPSF2,,,
2245,CPSF4,Cpsf4,True,True,CPSF4,True,True,CPSF4,CPSF4,,,
2246,CPSF4L,Cpsf4l,True,True,ZC3H3,True,True,CPSF4L,CPSF4L,,,
2247,CPSF6,Cpsf6,True,True,CPSF6,False,True,CPSF6,CPSF6,,,
2248,CPSF7,Cpsf7,True,True,CPSF7,True,True,CPSF7,CPSF7,,,
2250,CPT2,Cpt2,True,True,CPT2,True,True,CPT2,CPT2,,,
2251,CPXM1,Cpxm1,True,True,CPXM1,True,True,CPXM1,CPXM1,,,
2252,CPXM2,Cpxm2,True,True,CPXM2,False,True,CPXM2,CPXM2,,,
2253,CPZ,Cpz,True,True,CPZ,True,True,CPZ,CPZ,,,
2254,CRABP1,Crabp1,True,True,CRABP-I,True,True,CRABP1,CRABP1,,,
2255,CRABP2,Crabp2,True,True,CRABP2,True,True,CRABP2,CRABP2,,,
2257,CRADD,Cradd,True,True,CRADD,True,True,CRADD,CRADD,,,
2258,CRAT,Crat,True,True,CRAT,True,True,CRAT,CRAT,,,
2259,CRB2,Crb2,True,True,CRB2,True,True,CRB2,CRB2,,,
2260,CRBN,Crbn,True,True,CRBN,True,True,CRBN,CRBN,,,
2261,CRCP,Crcp,True,True,CRCP,True,True,CRCP,CRCP,,,
2262,CREB1,Creb1,True,True,CREB1,True,True,CREB1,CREB1,,,
2263,CREB3,Creb3,True,True,CREB3,True,True,CREB3,CREB3,,,
2264,CREB3L1,Creb3l1,True,True,CREB3L1,True,True,CREB3L1,CREB3L1,,,
2265,CREB3L2,Creb3l2,True,True,CREB3L2,True,True,CREB3L2,CREB3L2,,,
2266,CREB3L3,Creb3l3,True,True,CREB3L3,True,True,CREB3L3,CREB3L3,,,
2267,CREB5,Creb5,True,True,CREB5,True,True,CREB5,CREB5,,,
2268,CREBBP,Crebbp,True,True,CREBBP,True,True,CREBBP,CREBBP,,,
2269,CREBL2,Crebl2,True,True,CREBL2,True,True,CREBL2,CREBL2,,,
2271,CREG1,Creg1,True,True,CREG1,True,True,CREG1,CREG1,,,
2272,CREG2,Creg2,True,True,CREG2,True,True,CREG2,CREG2,,,
2273,CRELD1,Creld1,True,True,CRELD1,True,True,CRELD1,CRELD1,,,
2274,CRELD2,Creld2,True,True,CRELD2,True,True,CRELD2,CRELD2,,,
2278,CRHR2,Crhr2,True,True,CRHR2,True,True,CRHR2,CRHR2,,,
2279,CRIM1,Crim1,True,True,CRIM1,True,True,CRIM1,CRIM1,,,
2280,CRIP1,Crip1,True,True,CRIP1,True,True,CRIP1,CRIP1,,,
2281,CRIP2,Crip2,True,True,CRIP2,True,True,CRIP2,CRIP2,,,
2284,CRISP3,Crisp1,True,True,CRISP3,True,True,CRISP1,CRISP1,,,
2286,CRISPLD1,Crispld1,True,True,CRISPLD1,True,True,CRISPLD1,CRISPLD1,,,
2287,CRISPLD2,Crispld2,True,True,CRISPLD2,True,True,CRISPLD2,CRISPLD2,,,
2289,CRKL,Crkl,True,True,CRKL,True,True,CRKL,CRKL,,,
2290,CRLF1,Crlf1,True,True,CRLF1,True,True,CRLF1,CRLF1,,,
2292,CRLF3,Crlf3,True,True,CRLF3,True,True,CRLF3,CRLF3,,,
2294,CRMP1,Crmp1,True,True,CRMP1,True,True,CRMP1,CRMP1,,,
2295,CRNKL1,Crnkl1,True,True,CRNKL1,True,True,CRNKL1,CRNKL1,,,
2298,CRTAM,Crtam,True,True,CRTAM,True,True,CRTAM,CRTAM,,,
2299,CRTAP,Crtap,True,True,CRTAP,True,True,CRTAP,CRTAP,,,
2300,CRTC1,Crtc1,True,True,CRTC1,True,True,CRTC1,CRTC1,,,
2301,CRX,Crx,True,True,OTX5,True,True,CRX,CRX,,,
2302,CRY1,Cry1,True,True,CRY1,True,True,CRY1,CRY1,,,
2303,CRY2,Cry2,True,True,CRY2,True,True,CRY2,CRY2,,,
2304,CRYAB,Cryab,True,True,CRYAB,True,True,CRYAB,CRYAB,,,
2305,CRYBA1,Cryba1,True,True,CRYBA1,True,True,CRYBA1,CRYBA1,,,
2306,CRYBA2,Cryba2,True,True,CRYBA2,True,True,CRYBA2,CRYBA2,,,
2307,CRYBA4,Cryba4,True,True,CRYBA4,True,True,CRYBA4,CRYBA4,,,
2308,CRYBB1,Crybb1,True,True,CRYBB1,True,True,CRYBB1,CRYBB1,,,
2310,CRYBB3,Crybb3,True,True,CRYBB3,True,True,CRYBB3,CRYBB3,,,
2312,CRYGN,Crygn,True,True,CRYGN,True,True,CRYGN,CRYGN,,,
2313,CRYGS,Crygs,True,True,CRYGS,True,True,CRYGS,CRYGS,,,
2314,CRYL1,Cryl1,True,True,CRYL1,True,True,CRYL1,CRYL1,,,
2315,CRYM,Crym,True,True,CRYM,True,True,CRYM,CRYM,,,
2317,CRYZL1,Cryzl1,True,True,CRYZL1,True,True,CRYZL1,CRYZL1,,,
2320,CSAD,Csad,True,True,CSAD,True,True,CSAD,CSAD,,,
2322,CSDE1,Csde1,True,True,CSDE1,True,True,CSDE1,CSDE1,,,
2324,CSF1,Csf1,True,True,CSF1,True,True,CSF1,CSF1,,,
2325,CSF1R,Csf1r,True,True,CSF1R,True,True,CSF1R,CSF1R,,,
2327,CSF3,Csf3,True,True,CSF3,True,True,CSF3,CSF3,,,
2328,CSF3R,Csf3r,True,True,CSF3R,True,True,CSF3R,CSF3R,,,
2329,CSGALNACT1,Csgalnact1,True,True,CSGALNACT1,True,True,CSGALNACT1,CSGALNACT1,,,
2330,CSGALNACT2,Csgalnact2,True,True,CSGALNACT2,True,True,CSGALNACT2,CSGALNACT2,,,
2331,CSK,Csk,True,True,CSK,True,True,CSK,CSK,,,
2333,CSMD2,Csmd2,True,True,CSMD2,True,True,CSMD2,CSMD2,,,
2334,CSMD3,Csmd3,True,True,CSMD3,True,True,CSMD3,CSMD3,,,
2335,CSNK1A1,Csnk1a1,True,True,CSNK1A1,True,True,CSNK1A1,CSNK1A1,,,
2337,CSNK1G1,Csnk1g1,True,True,CSNK1G1,False,True,CSNK1G1,CSNK1G1,,,
2339,CSPG5,Cspg5,True,True,CSPG5,True,True,CSPG5,CSPG5,,,
2340,CSRNP1,Csrnp1,True,True,CSRNP1,True,True,CSRNP1,CSRNP1,,,
2341,CSRNP2,Csrnp2,True,True,CSRNP2,True,True,CSRNP2,CSRNP2,,,
2342,CSRNP3,Csrnp3,True,True,CSRNP3,True,True,CSRNP3,CSRNP3,,,
2344,CSRP2,Csrp2,True,True,CSRP2,True,True,CSRP2,CSRP2,,,
2345,CSRP3,Csrp3,True,True,CSRP3,True,True,CSRP3,CSRP3,,,
2346,CST7,Cst7,True,True,CST7,True,True,CST7,CST7,,,
2354,CSTB,Cstb,True,True,CSTB,True,True,CSTB,CSTB,,,
2356,CSTF2,Cstf2,True,True,CSTF2,True,True,CSTF2,CSTF2,,,
2358,CTBP1,Ctbp1,True,True,CTBP1,True,True,CTBP1,CTBP1,,,
2359,CTBP2,Ctbp2,True,True,CTBP2,True,True,CTBP2,CTBP2,,,
2362,CTDP1,Ctdp1,True,True,CTDP1,True,True,CTDP1,CTDP1,,,
2363,CTDSP1,Ctdsp1,True,True,CTDSP1,True,True,CTDSP1,CTDSP1,,,
2364,CTDSPL,Ctdspl,True,True,CTDSPL,True,True,CTDSPL,CTDSPL,,,
2365,CTDSPL2,Ctdspl2,True,True,CTDSPL2,True,True,CTDSPL2,CTDSPL2,,,
2366,CTH,Cth,True,True,CTH,True,True,CTH,CTH,,,
2367,CTHRC1,Cthrc1,True,True,CTHRC1,True,True,CTHRC1,CTHRC1,,,
2368,CTLA4,Ctla4,True,True,CTLA4,True,True,CTLA4,CTLA4,,,
2369,CTNNA1,Ctnna1,True,True,CTNNA1,True,True,CTNNA1,CTNNA1,,,
2370,CTNNA2,Ctnna2,True,True,CTNNA2,False,True,CTNNA2,CTNNA2,,,
2371,CTNNA3,Ctnna3,True,True,CTNNA3,True,True,CTNNA3,CTNNA3,,,
2372,CTNNAL1,Ctnnal1,True,True,CTNNAL1,False,True,CTNNAL1,CTNNAL1,,,
2373,CTNNB1,Ctnnb1,True,True,CTNNB1,True,True,CTNNB1,CTNNB1,,,
2374,CTNNBIP1,Ctnnbip1,True,True,CTNNBIP1,True,True,CTNNBIP1,CTNNBIP1,,,
2375,CTNNBL1,Ctnnbl1,True,True,CTNNBL1,True,True,CTNNBL1,CTNNBL1,,,
2376,CTNND1,Ctnnd1,True,True,CTNND1,True,True,CTNND1,CTNND1,,,
2377,CTNS,Ctns,True,True,CTNS,True,True,CTNS,CTNS,,,
2379,CTPS2,Ctps2,True,True,CTPS2,True,True,CTPS2,CTPS2,,,
2380,CTR9,Ctr9,True,True,CTR9,True,True,CTR9,CTR9,,,
2381,CTRC,Ctrc,True,True,CTRC,True,True,CTRC,CTRC,,,
2382,CTRL,Ctrl,True,True,CTRL,True,True,CTRL,CTRL,,,
2384,CTSB,Ctsb,True,True,CTSB,True,True,CTSB,CTSB,,,
2385,CTSC,Ctsc,True,True,CTSC,True,True,CTSC,CTSC,,,
2386,CTSD,Ctsd,True,True,CTSD,True,True,CTSD,CTSD,,,
2387,CTSE,Ctse,True,True,CTSE,True,True,CTSE,CTSE,,,
2388,CTSH,Ctsh,True,True,CTSH,True,True,CTSH,CTSH,,,
2389,CTSK,Ctsk,True,True,CTSK,True,True,CTSK,CTSK,,,
2390,CTSO,Ctso,True,True,CTSO,True,True,CTSO,CTSO,,,
2391,CTSS,Ctss,True,True,CTSS,True,True,CTSS,CTSS,,,
2392,CTSZ,Ctsz,True,True,CTSZ,True,True,CTSZ,CTSZ,,,
2394,CTTNBP2,Cttnbp2,True,True,CTTNBP2,True,True,CTTNBP2,CTTNBP2,,,
2395,CTTNBP2NL,Cttnbp2nl,True,True,CTTNBP2NL,True,True,CTTNBP2NL,CTTNBP2NL,,,
2396,CTU2,Ctu2,True,True,CTU2,True,True,CTU2,CTU2,,,
2398,CTXN2,Ctxn2,True,True,CTXN2,True,True,CTXN2,CTXN2,,,
2399,CTXN3,Ctxn3,True,True,CTXN3,True,True,CTXN3,CTXN3,,,
2400,CUBN,Cubn,True,True,CUBN,True,True,CUBN,CUBN,,,
2401,CUEDC1,Cuedc1,True,True,CUEDC1,True,True,CUEDC1,CUEDC1,,,
2402,CUEDC2,Cuedc2,True,True,CUEDC2,True,True,CUEDC2,CUEDC2,,,
2404,CUL2,Cul2,True,True,CUL2,True,True,CUL2,CUL2,,,
2406,CUL4A,Cul4a,True,True,CUL4A,True,True,CUL4A,CUL4A,,,
2407,CUL4B,Cul4b,True,True,CUL4B,True,True,CUL4B,CUL4B,,,
2408,CUL5,Cul5,True,True,CUL5,True,True,CUL5,CUL5,,,
2411,CUX2,Cux2,True,True,CUX2,True,True,CUX2,CUX2,,,
2412,CWC15,Cwc15,True,True,CWC15,True,True,CWC15,CWC15,,,
2413,CWC22,Cwc22,True,True,CWC22,True,True,CWC22,CWC22,,,
2417,CWC27,Cwc27,True,True,CWC27,True,True,CWC27,CWC27,,,
2418,CWF19L2,Cwf19l2,True,True,CWF19L2,True,True,CWF19L2,CWF19L2,,,
2419,CWH43,Cwh43,True,True,CWH43,True,True,CWH43,CWH43,,,
2421,CXCL12,Cxcl12,True,True,CXCL12,True,True,CXCL12,CXCL12,,,
2423,CXCL13,Cxcl13,True,True,CXCL13,False,True,CXCL13,CXCL13,,,
2426,CXCR2,Cxcr2,True,True,CXCR1,True,True,CXCR2,CXCR1,,,
2427,CXCR4,Cxcr4,True,True,CXCR4,True,True,CXCR4,CXCR4,,,
2428,CXCR5,Cxcr5,True,True,CXCR5,True,True,CXCR5,CXCR5,,,
2429,CXXC4,Cxxc4,True,True,CXXC4,True,True,CXXC4,CXXC4,,,
2446,CYFIP1,Cyfip1,True,True,CYFIP1,True,True,CYFIP1,CYFIP1,,,
2448,CYGB,Cygb,True,True,CYGB,True,True,CYGB,CYGB,,,
2482,CYSLTR1,Cysltr1,True,True,CYSLTR1,True,True,CYSLTR1,CYSLTR1,,,
2483,CYSLTR2,Cysltr2,True,True,CYSLTR2,True,True,CYSLTR2,CYSLTR2,,,
2484,CYTH1,Cyth1,True,True,CYTH1,True,True,CYTH1,CYTH1,,,
2485,CYTH3,Cyth3,True,True,CYTH3,True,True,CYTH3,CYTH3,,,
2486,CYTH4,Cyth4,True,True,CYTH4,True,True,CYTH4,CYTH4,,,
2487,CYTIP,Cytip,True,True,CYTIP,True,True,CYTIP,CYTIP,,,
2488,CYTL1,Cytl1,True,True,CYTL1,True,True,CYTL1,CYTL1,,,
2489,CYYR1,Cyyr1,True,True,CYYR1,True,True,CYYR1,CYYR1,,,
2490,D2HGDH,D2hgdh,True,True,D2HGDH,True,True,D2HGDH,D2HGDH,,,
2491,DAAM1,Daam1,True,True,DAAM1,True,True,DAAM1,DAAM1,,,
2492,DAAM2,Daam2,True,True,DAAM2,True,True,DAAM2,DAAM2,,,
2493,DAB1,Dab1,True,True,DAB1,True,True,DAB1,DAB1,,,
2494,DAB2,Dab2,True,True,DAB2,True,True,DAB2,DAB2,,,
2495,DAB2IP,Dab2ip,True,True,DAB2IP,True,True,DAB2IP,DAB2IP,,,
2496,DACH1,Dach1,True,True,DACH1,True,True,DACH1,DACH1,,,
2497,DACH2,Dach2,True,True,DACH2,True,True,DACH2,DACH2,,,
2499,DACT2,Dact2,True,True,DACT2,True,True,DACT2,DACT2,,,
2500,DAD1,Dad1,True,True,DAD1,True,True,DAD1,DAD1,,,
2501,DAG1,Dag1,True,True,DAG1,True,True,DAG1,DAG1,,,
2502,DAGLA,Dagla,True,True,DAGLA,True,True,DAGLA,DAGLA,,,
2504,DALRD3,Dalrd3,True,True,DALRD3,True,True,DALRD3,DALRD3,,,
2505,DAO,Dao,True,True,DAO,True,True,DAO,DAO,,,
2507,DAP3,Dap3,True,True,DAP3,True,True,DAP3,DAP3,,,
2508,DAPK1,Dapk1,True,True,DAPK1,True,True,DAPK1,DAPK1,,,
2509,DAPK2,Dapk2,True,True,DAPK2,True,True,DAPK2,DAPK2,,,
2510,DAPL1,Dapl1,True,True,DAPL1,True,True,DAPL1,DAPL1,,,
2511,DAPP1,Dapp1,True,True,DAPP1,True,True,DAPP1,DAPP1,,,
2515,DAZAP2,Dazap2,True,True,DAZAP2,True,True,DAZAP2,DAZAP2,,,
2517,DBH,Dbh,True,True,DBH,True,True,DBH,DBH,,,
2518,DBI,Dbi,True,True,DBI,True,True,DBI,DBI,,,
2520,DBNDD1,Dbndd1,True,True,DBNDD1,True,True,DBNDD1,DBNDD1,,,
2521,DBNDD2,Dbndd2,True,True,DBNDD2,True,True,DBNDD2,DBNDD2,,,
2522,DBR1,Dbr1,True,True,DBR1,True,True,DBR1,DBR1,,,
2524,DBX1,Dbx1,True,True,LEUTX,True,True,DBX1,LEUTX,,,
2525,DBX2,Dbx2,True,True,DBX2,True,True,DBX2,DBX2,,,
2527,DCAF10,Dcaf10,True,True,DCAF10,True,True,DCAF10,DCAF10,,,
2528,DCAF12,Dcaf12,True,True,DCAF12L2,True,True,DCAF12,DCAF12L2,,,
2529,DCAF13,Dcaf13,True,True,DCAF13,True,True,DCAF13,DCAF13,,,
2530,DCAF15,Dcaf15,True,True,DCAF15,True,True,DCAF15,DCAF15,,,
2531,DCAF17,Dcaf17,True,True,DCAF17,True,True,DCAF17,DCAF17,,,
2532,DCAF4,Dcaf4,True,True,NEDD1,True,True,DCAF4,DCAF4,,,
2533,DCAF5,Dcaf5,True,True,DCAF5,True,True,DCAF5,DCAF5,,,
2534,DCAF7,Dcaf7,True,True,DCAF7,True,True,DCAF7,DCAF7,,,
2535,DCAKD,Dcakd,True,True,DCAKD,True,True,DCAKD,DCAKD,,,
2536,DCBLD1,Dcbld1,True,True,DCBLD1,True,True,DCBLD1,DCBLD1,,,
2537,DCBLD2,Dcbld2,True,True,DCBLD2,True,True,DCBLD2,DCBLD2,,,
2538,DCDC2,Dcdc2a,True,True,DCDC2,True,True,DCDC2A,DCDC2,,,
2541,DCLK2,Dclk2,True,True,DCLK2,True,True,DCLK2,DCLK2,,,
2542,DCLK3,Dclk3,True,True,DCLK3,True,True,DCLK3,DCLK3,,,
2543,DCLRE1A,Dclre1a,True,True,DCLRE1A,True,True,DCLRE1A,DCLRE1A,,,
2544,DCLRE1B,Dclre1b,True,True,DCLRE1B,False,True,DCLRE1B,DCLRE1B,,,
2545,DCLRE1C,Dclre1c,True,True,DCLRE1C,True,True,DCLRE1C,DCLRE1C,,,
2548,DCP1B,Dcp1b,True,True,DCP1B,True,True,DCP1B,DCP1B,,,
2549,DCP2,Dcp2,True,True,DCP2,True,True,DCP2,DCP2,,,
2550,DCPS,Dcps,True,True,DCPS,True,True,DCPS,DCPS,,,
2551,DCSTAMP,Dcstamp,True,True,DCSTAMP,True,True,DCSTAMP,DCSTAMP,,,
2552,DCT,Dct,True,True,DCT,True,True,DCT,DCT,,,
2553,DCTD,Dctd,True,True,DCTD,True,True,DCTD,DCTD,,,
2554,DCTN1,Dctn1,True,True,DCTN1,True,True,DCTN1,DCTN1,,,
2556,DCTN3,Dctn3,True,True,DCTN3,True,True,DCTN3,DCTN3,,,
2557,DCTN4,Dctn4,True,True,DCTN4,True,True,DCTN4,DCTN4,,,
2558,DCTN5,Dctn5,True,True,DCTN5,True,True,DCTN5,DCTN5,,,
2559,DCTN6,Dctn6,True,True,DCTN6,True,True,DCTN6,DCTN6,,,
2561,DCUN1D2,Dcun1d2,True,True,DCUN1D2,True,True,DCUN1D2,DCUN1D2,,,
2562,DCUN1D3,Dcun1d3,True,True,DCUN1D3,True,True,DCUN1D3,DCUN1D3,,,
2564,DCUN1D5,Dcun1d5,True,True,DCUN1D5,True,True,DCUN1D5,DCUN1D5,,,
2565,DCX,Dcx,True,True,DCX,True,True,DCX,DCX,,,
2567,DDA1,Dda1,True,True,DDA1,True,True,DDA1,DDA1,,,
2568,DDAH1,Ddah1,True,True,DDAH1,True,True,DDAH1,DDAH1,,,
2569,DDB1,Ddb1,True,True,DDB1,True,True,DDB1,DDB1,,,
2570,DDB2,Ddb2,True,True,DDB2,True,True,DDB2,DDB2,,,
2571,DDC,Ddc,True,True,DDC,True,True,DDC,DDC,,,
2572,DDHD1,Ddhd1,True,True,DDHD1,True,True,DDHD1,DDHD1,,,
2575,DDO,Ddo,True,True,DDO,True,True,DDO,DDO,,,
2576,DDOST,Ddost,True,True,DDOST,True,True,DDOST,DDOST,,,
2577,DDR1,Ddr1,True,True,DDR1,False,True,DDR1,DDR1,,,
2578,DDR2,Ddr2,True,True,DDR2,True,True,DDR2,DDR2,,,
2579,DDRGK1,Ddrgk1,True,True,DDRGK1,True,True,DDRGK1,DDRGK1,,,
2580,DDX1,Ddx1,True,True,DDX1,True,True,DDX1,DDX1,,,
2581,DDX10,Ddx10,True,True,DDX10,False,True,DDX10,DDX10,,,
2583,DDX17,Ddx17,True,True,DDX17,True,True,DDX17,DDX17,,,
2584,DDX18,Ddx18,True,True,DDX18,True,True,DDX18,DDX18,,,
2585,DDX19B,Ddx19b,True,True,RP11-529K1.3,True,True,DDX19B,DDX19B,,,
2586,DDX20,Ddx20,True,True,DDX20,True,True,DDX20,DDX20,,,
2587,DDX23,Ddx23,True,True,DDX23,True,True,DDX23,DDX23,,,
2588,DDX24,Ddx24,True,True,DDX24,True,True,DDX24,DDX24,,,
2591,DDX28,Ddx28,True,True,DDX28,True,True,DDX28,DDX28,,,
2592,DDX31,Ddx31,True,True,DDX31,True,True,DDX31,DDX31,,,
2594,DDX4,Ddx4,True,True,DDX4,True,True,DDX4,DDX4,,,
2596,DDX42,Ddx42,True,True,DDX42,True,True,DDX42,DDX42,,,
2597,DDX46,Ddx46,True,True,DDX46,True,True,DDX46,DDX46,,,
2598,DDX47,Ddx47,True,True,DDX47,True,True,DDX47,DDX47,,,
2599,DDX49,Ddx49,True,True,DDX49,True,True,DDX49,DDX49,,,
2600,DDX5,Ddx5,True,True,DDX5,True,True,DDX5,DDX5,,,
2601,DDX51,Ddx51,True,True,DDX51,True,True,DDX51,DDX51,,,
2603,DDX54,Ddx54,True,True,DDX54,True,True,DDX54,DDX54,,,
2604,DDX55,Ddx55,True,True,DDX55,True,True,DDX55,DDX55,,,
2605,DDX59,Ddx59,True,True,DDX59,True,True,DDX59,DDX59,,,
2607,DDX60,Ddx60,True,True,DDX60,True,True,DDX60,DDX60,,,
2608,DEAF1,Deaf1,True,True,DEAF1,True,True,DEAF1,DEAF1,,,
2609,DECR1,Decr1,True,True,DECR1,True,True,DECR1,DECR1,,,
2610,DECR2,Decr2,True,True,DECR2,True,True,DECR2,DECR2,,,
2611,DEDD,Dedd,True,True,DEDD,True,True,DEDD,DEDD,,,
2612,DEF6,Def6,True,True,DEF6,True,True,DEF6,DEF6,,,
2615,DEGS1,Degs1,True,True,DEGS1,True,True,DEGS1,DEGS1,,,
2616,DEGS2,Degs2,True,True,DEGS2,True,True,DEGS2,DEGS2,,,
2617,DEK,Dek,True,True,DEK,True,True,DEK,DEK,,,
2618,DENND1A,Dennd1a,True,True,DENND1A,True,True,DENND1A,DENND1A,,,
2619,DENND1B,Dennd1b,True,True,DENND1B,True,True,DENND1B,DENND1B,,,
2620,DENND2A,Dennd2a,True,True,DENND2A,True,True,DENND2A,DENND2A,,,
2621,DENND2C,Dennd2c,True,True,DENND2C,True,True,DENND2C,DENND2C,,,
2622,DENND2D,Dennd2d,True,True,DENND2D,True,True,DENND2D,DENND2D,,,
2623,DENND3,Dennd3,True,True,DENND3,True,True,DENND3,DENND3,,,
2624,DENND4A,Dennd4a,True,True,DENND4A,True,True,DENND4A,DENND4A,,,
2625,DENND4C,Dennd4c,True,True,DENND4C,True,True,DENND4C,DENND4C,,,
2626,DENND5A,Dennd5a,True,True,DENND5A,True,True,DENND5A,DENND5A,,,
2627,DENND5B,Dennd5b,True,True,DENND5B,True,True,DENND5B,DENND5B,,,
2629,DENND6B,Dennd6b,True,True,DENND6B,True,True,DENND6B,DENND6B,,,
2632,DEPDC1B,Depdc1b,True,True,DEPDC1B,True,True,DEPDC1B,DEPDC1B,,,
2633,DEPDC7,Depdc7,True,True,DEPDC7,True,True,DEPDC7,DEPDC7,,,
2634,DEPTOR,Deptor,True,True,DEPDC6,True,True,DEPTOR,DEPTOR,,,
2635,DERA,Dera,True,True,DERA,True,True,DERA,DERA,,,
2637,DERL2,Derl2,True,True,DERL2,True,True,DERL2,DERL2,,,
2638,DERL3,Derl3,True,True,DERL3,True,True,DERL3,DERL3,,,
2639,DES,Des,True,True,DES,True,True,DES,DES,,,
2640,DESI1,Desi1,True,True,DESI1,True,True,DESI1,DESI1,,,
2641,DESI2,Desi2,True,True,DESI2,True,True,DESI2,DESI2,,,
2643,DEXI,Dexi,True,True,DEXI,True,True,DEXI,DEXI,,,
2644,DFFA,Dffa,True,True,DFFA,True,True,DFFA,DFFA,,,
2645,DFFB,Dffb,True,True,DFFB,True,True,DFFB,DFFB,,,
2646,DGAT2,Dgat2,True,True,DGAT2,True,True,DGAT2,DGAT2,,,
2647,DGCR2,Dgcr2,True,True,DGCR2,True,True,DGCR2,DGCR2,,,
2648,DGCR6,Dgcr6,True,True,DGCR6,True,True,DGCR6,DGCR6,,,
2649,DGCR8,Dgcr8,True,True,DGCR8,True,True,DGCR8,DGCR8,,,
2655,DGKH,Dgkh,True,True,DGKH,True,True,DGKH,DGKH,,,
2657,DGKQ,Dgkq,True,True,DGKQ,True,True,DGKQ,DGKQ,,,
2658,DGKZ,Dgkz,True,True,DGKZ,True,True,DGKZ,DGKZ,,,
2660,DGUOK,Dguok,True,True,DGUOK,False,True,DGUOK,DGUOK,,,
2661,DHCR24,Dhcr24,True,True,DHCR24,True,True,DHCR24,DHCR24,,,
2662,DHCR7,Dhcr7,True,True,DHCR7,True,True,DHCR7,DHCR7,,,
2664,DHDH,Dhdh,True,True,DHDH,True,True,DHDH,DHDH,,,
2665,DHFR,Dhfr,True,True,DHFR,True,True,DHFR,DHFR,,,
2666,DHH,Dhh,True,True,DHH,True,True,DHH,DHH,,,
2667,DHODH,Dhodh,True,True,DHODH,False,True,DHODH,DHODH,,,
2668,DHRS11,Dhrs11,True,True,DHRS11,True,True,DHRS11,DHRS11,,,
2669,DHRS2,Dhrs2,True,True,DHRS4,True,True,DHRS2,DHRS4,,,
2670,DHRS3,Dhrs3,True,True,DHRS3,True,True,DHRS3,DHRS3,,,
2671,DHRS7,Dhrs7,True,True,DHRS7,True,True,DHRS7,DHRS7,,,
2672,DHRS7B,Dhrs7b,True,True,DHRS7B,True,True,DHRS7B,DHRS7B,,,
2673,DHRS7C,Dhrs7c,True,True,DHRS7C,True,True,DHRS7C,DHRS7C,,,
2674,DHRS9,Dhrs9,True,True,DHRS9,True,True,DHRS9,DHRS9,,,
2675,DHTKD1,Dhtkd1,True,True,DHTKD1,True,True,DHTKD1,DHTKD1,,,
2677,DHX29,Dhx29,True,True,DHX29,True,True,DHX29,DHX29,,,
2678,DHX30,Dhx30,True,True,DHX30,True,True,DHX30,DHX30,,,
2679,DHX32,Dhx32,True,True,DHX32,True,True,DHX32,DHX32,,,
2680,DHX35,Dhx35,True,True,DHX35,True,True,DHX35,DHX35,,,
2682,DHX37,Dhx37,True,True,DHX37,True,True,DHX37,DHX37,,,
2683,DHX38,Dhx38,True,True,DHX38,True,True,DHX38,DHX38,,,
2684,DHX40,Dhx40,True,True,DHX40,True,True,DHX40,DHX40,,,
2685,DHX58,Dhx58,True,True,DHX58,True,True,DHX58,DHX58,,,
2686,DHX8,Dhx8,True,True,DHX8,True,True,DHX8,DHX8,,,
2687,DIABLO,Diablo,True,True,DIABLO,True,True,DIABLO,DIABLO,,,
2690,DICER1,Dicer1,True,True,DICER1,True,True,DICER1,DICER1,,,
2692,DIMT1,Dimt1,True,True,DIMT1,True,True,DIMT1,DIMT1,,,
2693,DIO1,Dio1,True,True,DIO1,True,True,DIO1,DIO1,,,
2694,DIO2,Dio2,True,True,DIO2,True,True,DIO2,DIO2,,,
2695,DIP2A,Dip2a,True,True,DIP2A,True,True,DIP2A,DIP2A,,,
2696,DIP2B,Dip2b,True,True,DIP2B,True,True,DIP2B,DIP2B,,,
2697,DIP2C,Dip2c,True,True,DIP2C,True,True,DIP2C,DIP2C,,,
2698,DIRAS1,Diras1,True,True,DIRAS1,True,True,DIRAS1,DIRAS1,,,
2699,DIRAS2,Diras2,True,True,DIRAS2,True,True,DIRAS2,DIRAS2,,,
2700,DIS3,Dis3,True,True,DIS3,True,True,DIS3,DIS3,,,
2701,DIS3L,Dis3l,True,True,DIS3L,True,True,DIS3L,DIS3L,,,
2702,DIS3L2,Dis3l2,True,True,DIS3L2,True,True,DIS3L2,DIS3L2,,,
2703,DISC1,Disc1,True,True,DISC1,True,True,DISC1,DISC1,,,
2704,DISP1,Disp1,True,True,DISP1,True,True,DISP1,DISP1,,,
